page	lang	kind	source	gate	line	excerpt
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	39	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	43	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	49	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	53	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	61	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	69	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Rezeptorstatus Estrogen](Structur
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	37	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	41	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	47	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](Valu
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	51	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](Valu
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	59	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-estrogen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Estrogen-Rezeptorstatus-Observation.page.md	B	67	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Rezeptorstatus Estrogen](Str
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	39	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	43	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	49	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	53	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	61	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	69	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Rezeptorstatus Progesteron](Struc
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	37	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	41	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus oBDS](ValueSet-
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	47	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](Valu
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	51	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Rezeptorstatus Leitlinie](Valu
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	59	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-mamma-rezeptorstatus-progesteron-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Progesteron-Rezeptorstatus-Observation.page.md	B	67	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Rezeptorstatus Progesteron](
StructureDefinition-mii-pr-onko-melanom-breslow-tiefe-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Breslow-Tiefe-Observation.page.md	B	28	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-melanom-breslow-tiefe-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Breslow-Tiefe-Observation.page.md	B	36	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Melanom Breslow Tiefe](StructureD
StructureDefinition-mii-pr-onko-melanom-breslow-tiefe-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Breslow-Tiefe-Observation.page.md	B	26	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-melanom-breslow-tiefe-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Breslow-Tiefe-Observation.page.md	B	34	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Melanom Breslow Tiefe](Struc
StructureDefinition-mii-pr-onko-melanom-ldh-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	31	The codes it contains are listed in the artefact view: [MII VS Onkologie Melanom LDH](ValueSet-mii-vs-onko-melanom-ldh.h
StructureDefinition-mii-pr-onko-melanom-ldh-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	35	The codes it contains are listed in the artefact view: [MII VS Onkologie Melanom LDH](ValueSet-mii-vs-onko-melanom-ldh.h
StructureDefinition-mii-pr-onko-melanom-ldh-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	43	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-melanom-ldh-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	51	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Melanom LDH](StructureDefinition-
StructureDefinition-mii-pr-onko-melanom-ldh-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	29	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Melanom LDH](ValueSet-mii-vs-onko-me
StructureDefinition-mii-pr-onko-melanom-ldh-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	33	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Melanom LDH](ValueSet-mii-vs-onko-me
StructureDefinition-mii-pr-onko-melanom-ldh-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	41	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-melanom-ldh-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-LDH-Observation.page.md	B	49	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Melanom LDH](StructureDefini
StructureDefinition-mii-pr-onko-melanom-sicherheitsabstand-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Sicherheitsabstand-Observation.page.md	B	36	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-melanom-sicherheitsabstand-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Sicherheitsabstand-Observation.page.md	B	44	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Melanom Sicherheitsabstand](Struc
StructureDefinition-mii-pr-onko-melanom-sicherheitsabstand-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Sicherheitsabstand-Observation.page.md	B	34	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-melanom-sicherheitsabstand-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Sicherheitsabstand-Observation.page.md	B	42	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Melanom Sicherheitsabstand](
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	26	The codes it contains are listed in the artefact view: [MII VS Onkologie Melanom Ulzeration](ValueSet-mii-vs-onko-melano
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	30	The codes it contains are listed in the artefact view: [MII VS Onkologie Melanom Ulzeration](ValueSet-mii-vs-onko-melano
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	38	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	46	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Melanom Ulzeration](StructureDefi
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	24	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Melanom Ulzeration](ValueSet-mii-vs-
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	28	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Melanom Ulzeration](ValueSet-mii-vs-
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	36	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-melanom-ulzeration-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/MalignesMelanom/Melanom-Ulzeration-Observation.page.md	B	44	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Melanom Ulzeration](Structur
StructureDefinition-mii-pr-onko-nebenwirkung-adverse-event-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Nebenwirkung/Nebenwirkung-AdverseEvent.page.md	B	16	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-nebenwirkung-adverse-event-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Nebenwirkung/Nebenwirkung-AdverseEvent.page.md	B	24	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Nebenwirkung von Strahlentherapie
StructureDefinition-mii-pr-onko-nebenwirkung-adverse-event-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Nebenwirkung/Nebenwirkung-AdverseEvent.page.md	B	14	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-nebenwirkung-adverse-event-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Nebenwirkung/Nebenwirkung-AdverseEvent.page.md	B	22	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Nebenwirkung von Strahlenthe
StructureDefinition-mii-pr-onko-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Operation/Operation-Procedure.page.md	B	109	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie](StructureDefinition-mii-lm-onko
StructureDefinition-mii-pr-onko-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Operation/Operation-Procedure.page.md	B	117	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Operation](StructureDefinition-mi
StructureDefinition-mii-pr-onko-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Operation/Operation-Procedure.page.md	B	107	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie](StructureDefinition-mii-lm-on
StructureDefinition-mii-pr-onko-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Operation/Operation-Procedure.page.md	B	115	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Operation](StructureDefiniti
StructureDefinition-mii-pr-onko-prostate-anzahl-positive-stanzen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Positive-Stanzen-Observation.page.md	B	29	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-prostate-anzahl-positive-stanzen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Positive-Stanzen-Observation.page.md	B	37	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Prostata Anzahl positiver Stanzen
StructureDefinition-mii-pr-onko-prostate-anzahl-positive-stanzen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Positive-Stanzen-Observation.page.md	B	27	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-prostate-anzahl-positive-stanzen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Positive-Stanzen-Observation.page.md	B	35	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Prostata Anzahl positiver St
StructureDefinition-mii-pr-onko-prostate-anzahl-stanzen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Stanzen-Observation.page.md	B	28	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-prostate-anzahl-stanzen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Stanzen-Observation.page.md	B	36	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Prostata Anzahl Stanzen](Structur
StructureDefinition-mii-pr-onko-prostate-anzahl-stanzen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Stanzen-Observation.page.md	B	26	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-prostate-anzahl-stanzen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Anzahl-Stanzen-Observation.page.md	B	34	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Prostata Anzahl Stanzen](Str
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	35	The codes it contains are listed in the artefact view: [MII VS Onkologie Prostata Clavien Dindo](ValueSet-mii-vs-onko-pr
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	42	The codes it contains are listed in the artefact view: [MII VS Onkologie Prostata Postsurgical Complications](ValueSet-m
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	50	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	58	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Clavien Dindo](StructureDefinitio
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	33	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Prostata Clavien Dindo](ValueSet-mii
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	40	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Prostata Postsurgical Complications]
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	48	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-prostate-clavien-dindo-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Clavien-Dindo-Observation.page.md	B	56	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Clavien Dindo](StructureDefi
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	28	The codes it contains are listed in the artefact view: [MII VS Onkologie Prostata Gleason Score](ValueSet-mii-vs-onko-pr
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	32	The codes it contains are listed in the artefact view: [MII VS Onkologie Prostata Gleason Score](ValueSet-mii-vs-onko-pr
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	40	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	48	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Prostata Gleason Grade Group](Str
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	26	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Prostata Gleason Score](ValueSet-mii
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	30	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Prostata Gleason Score](ValueSet-mii
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	38	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-prostate-gleason-grade-group-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Prostata/Prostata-Gleason-Score-Grade-Group-Observation.page.md	B	46	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Prostata Gleason Grade Group
